IndustryCode,IndustryName,Year,TurnoverDKK
32009,"Manufacture of toys, medical instruments and other manufacturing",2021,52422325
32009,"Manufacture of toys, medical instruments and other manufacturing",2022,60851614
32009,"Manufacture of toys, medical instruments and other manufacturing",2023,62349386
32009,"Manufacture of toys, medical instruments and other manufacturing",2024,69259884
33000,"Repair and installation of machinery and equipment",2000,3963054
33000,"Repair and installation of machinery and equipment",2001,3973993
33000,"Repair and installation of machinery and equipment",2002,4492537
33000,"Repair and installation of machinery and equipment",2003,4294888
33000,"Repair and installation of machinery and equipment",2004,4095893
33000,"Repair and installation of machinery and equipment",2005,5898931
33000,"Repair and installation of machinery and equipment",2006,6279871
33000,"Repair and installation of machinery and equipment",2007,6208733
33000,"Repair and installation of machinery and equipment",2008,7363375
33000,"Repair and installation of machinery and equipment",2009,6465452
33000,"Repair and installation of machinery and equipment",2010,6293513
33000,"Repair and installation of machinery and equipment",2011,6766631
33000,"Repair and installation of machinery and equipment",2012,7071667
33000,"Repair and installation of machinery and equipment",2013,9810501
33000,"Repair and installation of machinery and equipment",2014,8463609
33000,"Repair and installation of machinery and equipment",2015,8938626
33000,"Repair and installation of machinery and equipment",2016,8804751
33000,"Repair and installation of machinery and equipment",2017,12695837
33000,"Repair and installation of machinery and equipment",2018,11827876
33000,"Repair and installation of machinery and equipment",2019,13935562
33000,"Repair and installation of machinery and equipment",2020,13032966
33000,"Repair and installation of machinery and equipment",2021,13501932
33000,"Repair and installation of machinery and equipment",2022,17426334
33000,"Repair and installation of machinery and equipment",2023,18811182
33000,"Repair and installation of machinery and equipment",2024,20591789
